neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating,bedrooms,beds,bath
Lincoln Park,41.92337,-87.6517,Entire home/apt,717,1,3,0.12,2,352,1,5.0,8,11,4
Loop,41.88491,-87.62701,Entire home/apt,156,32,0,,655,314,0,0,1,1,1
Kenwood,41.80643,-87.60399,Private room,60,32,33,1.22,6,344,0,4.97,1,1,2
Kenwood,41.80637,-87.60613,Private room,60,32,17,0.65,6,334,0,4.76,1,1,2
Near North Side,41.89678629999999,-87.6317246,Entire home/apt,161,32,0,,655,321,0,0,1,1,1
Lake View,41.93558,-87.65865,Entire home/apt,113,1,47,3.06,2,346,36,4.85,2,2,1
Avondale,41.94054,-87.70438,Entire home/apt,92,3,11,0.62,1,84,10,4.82,1,1,1
Near North Side,41.89678629999999,-87.6317246,Entire home/apt,209,32,3,0.13,655,298,0,3.67,1,1,1
Bridgeport,41.83322,-87.65115,Private room,45,3,54,1.97,4,36,23,4.72,1,1,1.5
West Ridge,42.012478,-87.688599,Entire home/apt,151,2,33,1.38,2,170,3,4.88,1,1,1
Near North Side,41.89926,-87.62241,Entire home/apt,140,32,0,,11,347,0,0,0,1,1
Near North Side,41.89744,-87.62075,Entire home/apt,1427,2,3,0.2,25,82,2,5.0,6,12,6
Near North Side,41.89946,-87.62098,Entire home/apt,120,32,0,,74,345,0,0,0,1,1
Lake View,41.9494,-87.65936,Entire home/apt,1095,1,40,1.65,1,204,23,4.90,4,7,4
Albany Park,41.96495,-87.72482,Entire home/apt,315,2,12,0.51,1,355,4,5.0,3,4,1.5
Montclare,41.93475795428016,-87.79554035249835,Entire home/apt,91,2,110,4.27,5,157,43,4.72,1,1,1
Norwood Park,41.99592,-87.79028,Private room,29,32,11,0.42,12,12,1,5.0,1,0,1
Norwood Park,41.99633,-87.79202,Private room,39,32,8,0.46,12,213,0,4.63,1,1,1
Grand Boulevard,41.82016,-87.62011,Entire home/apt,106,2,80,3.03,1,347,22,4.84,1,1,1
Near West Side,41.88802,-87.64552,Entire home/apt,121,32,4,0.21,1,321,2,4.75,2,3,2
Near North Side,41.89206,-87.62096,Entire home/apt,232,32,0,,30,78,0,0,0,1,1
Hyde Park,41.7982,-87.59647,Entire home/apt,102,3,54,2.16,1,127,35,4.72,1,1,1
Near North Side,41.8903,-87.62261,Entire home/apt,533,32,0,,30,62,0,0,2,2,1
Near North Side,41.89976,-87.62104,Entire home/apt,140,32,1,0.05,74,342,0,0,0,1,1
Norwood Park,41.99596,-87.78734,Private room,50,1,70,2.69,12,73,34,4.83,1,1,1
Logan Square,41.92411,-87.69783,Entire home/apt,318,32,0,,655,289,0,0,2,2,2
Portage Park,41.96766,-87.75195,Entire home/apt,157,32,38,1.45,2,0,10,4.74,2,2,1
Near West Side,41.88023,-87.64745,Entire home/apt,255,32,0,,30,81,0,0,1,1,1
Loop,41.8851235,-87.62594589999999,Entire home/apt,233,32,0,,655,287,0,0,1,1,1
Douglas,41.84036,-87.60836,Entire home/apt,400,32,0,,2,270,0,0,1,2,1
Lake View,41.93558,-87.65865,Entire home/apt,111,32,4,0.39,2,282,4,5.0,1,1,1
Logan Square,41.92411,-87.69783,Entire home/apt,234,32,2,0.12,655,259,0,0,2,2,2
Lake View,41.94517299999999,-87.641759,Entire home/apt,271,32,0,,655,364,0,0,1,1,1
Grand Boulevard,41.80944,-87.61221,Entire home/apt,159,1,74,2.94,1,1,44,4.93,2,2,2
Near North Side,41.89736,-87.62662,Entire home/apt,205,2,96,3.6,19,229,41,4.73,1,2,1
Lake View,41.94517299999999,-87.641759,Entire home/apt,156,32,0,,655,303,0,0,1,1,1
Near North Side,41.89907,-87.62648,Entire home/apt,321,32,85,3.2,19,0,35,4.69,1,2,1
Lake View,41.94755,-87.65298,Entire home/apt,1236,1,14,0.57,6,173,7,4.71,4,5,2
Lake View,41.94517299999999,-87.641759,Entire home/apt,200,32,0,,655,293,0,0,0,1,1
Lake View,41.93866,-87.66465,Entire home/apt,120,32,4,0.18,74,352,2,5.0,1,1,1
Calumet Heights,41.72849,-87.57675,Shared room,82,2,16,0.63,23,0,2,4.56,1,1,4
Rogers Park,41.99828,-87.66902,Private room,95,2,43,1.69,1,28,27,4.67,1,2,1
Lake View,41.94976,-87.64658,Private room,45,1,1,0.04,1,0,0,0,1,0,1
Near North Side,41.89963,-87.62107,Entire home/apt,180,31,3,0.18,74,311,1,5.0,1,1,1
Near North Side,41.89722,-87.639,Entire home/apt,109,1,95,3.59,39,289,57,4.45,3,6,2
West Town,41.9011,-87.65803,Entire home/apt,65,2,71,2.67,39,314,37,4.51,2,4,1
Near North Side,41.89814,-87.62062,Entire home/apt,160,32,0,,74,311,0,0,1,1,1
North Center,41.94226,-87.67901,Entire home/apt,186,3,29,2.08,1,140,24,5.0,1,1,1
Near North Side,41.89941,-87.61996,Entire home/apt,241,6,115,4.46,13,86,44,4.57,2,3,1
Lake View,41.9356,-87.64241,Entire home/apt,60,2,114,4.35,9,144,52,4.82,1,1,1
Near North Side,41.89659,-87.62804,Entire home/apt,224,3,176,6.5,18,299,74,4.84,0,1,1
Near North Side,41.89954,-87.62109,Entire home/apt,120,32,0,,74,316,0,0,0,1,1
Uptown,41.96021,-87.65756,Entire home/apt,98,3,60,2.57,6,227,33,4.68,0,1,1
Lake View,41.93884,-87.66637,Entire home/apt,91,32,1,0.16,74,316,1,0,2,2,1
Lake View,41.94317,-87.64489,Entire home/apt,104,1,75,2.91,8,154,47,4.93,2,2,1
West Town,41.89053,-87.67997,Entire home/apt,117,1,84,3.23,3,327,39,4.89,2,2,2
Lake View,41.93433,-87.64434,Entire home/apt,61,1,206,8.01,9,168,94,4.80,1,1,1
Near North Side,41.89847,-87.62237,Entire home/apt,365,2,62,2.42,25,27,27,4.87,2,5,2
Logan Square,41.92411,-87.69783,Entire home/apt,240,32,1,0.06,655,259,0,0,2,2,2
Near North Side,41.89132690429688,-87.6378402709961,Entire home/apt,375,32,3,0.13,23,365,1,4.67,2,2,2
Lake View,41.94431,-87.64789,Private room,82,1,282,10.59,10,2,130,4.79,1,2,1
Rogers Park,42.00096,-87.66274,Entire home/apt,125,3,53,2.1,2,74,26,4.70,2,3,1
Lake View,41.945072174072266,-87.64892578125,Private room,1205,2,4,0.17,10,170,3,4.75,8,8,7
Loop,41.8837,-87.63487,Entire home/apt,189,32,0,,30,89,0,0,0,1,1
West Town,41.91365,-87.68666,Entire home/apt,316,2,42,1.68,3,39,26,4.86,3,5,1.5
Near North Side,41.89958,-87.62042,Entire home/apt,272,6,113,4.32,13,126,41,4.85,2,3,1
Avondale,41.93472,-87.72981,Entire home/apt,198,4,27,2.78,2,289,27,5.0,2,2,1
Rogers Park,41.9984,-87.67436,Entire home/apt,142,3,37,1.63,1,14,20,4.41,2,2,1
Uptown,41.9557,-87.65454,Entire home/apt,350,32,18,0.87,24,90,0,4.61,0,1,1
Near North Side,41.89953,-87.62248,Entire home/apt,110,32,8,0.31,74,316,1,4.75,0,1,1
Near North Side,41.90049,-87.63218,Entire home/apt,105,1,133,5.33,6,270,54,4.74,0,1,1
Woodlawn,41.78431,-87.60834,Private room,35,1,62,2.45,5,318,35,4.63,1,1,1
Near North Side,41.89593,-87.63184,Entire home/apt,172,32,0,,17,290,0,0,1,1,1
Humboldt Park,41.91084,-87.71548,Private room,51,1,91,3.57,15,330,44,4.69,1,1,1
East Garfield Park,41.88291,-87.69543,Private room,52,32,0,,29,365,0,0,1,1,1
Humboldt Park,41.90883,-87.71498,Private room,51,1,137,5.43,15,322,72,4.85,1,1,1
East Garfield Park,41.88417,-87.69669,Private room,50,32,0,,29,365,0,0,1,1,1
East Garfield Park,41.88295,-87.69518,Private room,50,32,1,0.04,29,317,0,0,1,1,1
Lake View,41.9434,-87.67037,Entire home/apt,127,1,47,1.91,51,307,19,4.49,1,1,1
Humboldt Park,41.91023,-87.7169,Private room,58,1,137,5.42,15,330,67,4.79,1,1,1
Near North Side,41.89924,-87.62214,Entire home/apt,247,2,78,3.12,25,35,37,4.90,1,2,1
Washington Park,41.80163,-87.62573,Entire home/apt,232,2,30,1.46,1,310,12,4.97,3,3,1
Oakland,41.82019,-87.60369,Entire home/apt,177,1,49,1.91,1,333,27,4.90,2,3,1
West Town,41.89254,-87.68873,Entire home/apt,744,2,37,1.65,1,324,19,4.97,5,8,3
East Garfield Park,41.88319,-87.69651,Private room,50,32,0,,29,322,0,0,1,1,1
East Garfield Park,41.88492,-87.69682,Private room,50,32,1,0.04,29,350,0,0,1,1,1
Near North Side,41.89834,-87.62235,Entire home/apt,120,31,0,,74,331,0,0,0,1,1
East Garfield Park,41.88465,-87.69525,Private room,50,32,0,,29,365,0,0,1,1,1.5
Near North Side,41.89132690429688,-87.6378402709961,Entire home/apt,255,32,0,,23,307,0,0,0,0,1
Near West Side,41.86006,-87.66353,Private room,50,32,2,0.08,29,349,0,0,1,1,1
Lower West Side,41.85849,-87.66293,Private room,50,32,0,,29,365,0,0,1,1,1
Lake View,41.94532,-87.65963,Entire home/apt,110,3,149,5.69,12,340,57,4.93,1,1,1
Rogers Park,42.00106945609455,-87.66987212549458,Entire home/apt,244,2,31,2.55,1,52,31,4.87,3,4,1
Lake View,41.9441,-87.65615,Entire home/apt,986,2,69,2.81,1,313,33,4.97,5,7,3.5
Lower West Side,41.8591,-87.6635,Private room,50,32,1,0.04,29,365,0,0,1,1,1
Lower West Side,41.8583,-87.66169,Private room,60,32,0,,29,365,0,0,1,1,1
Near North Side,41.89132690429688,-87.6378402709961,Entire home/apt,462,32,1,0.04,23,305,0,0,2,2,2
Lincoln Park,41.92276,-87.63928,Entire home/apt,352,2,124,4.79,3,116,56,4.99,2,4,2
Hyde Park,41.80099,-87.59782,Entire home/apt,47,70,1,0.05,1,0,0,0,0,0,1
Lincoln Park,41.93052,-87.64528,Entire home/apt,1000,5,16,0.63,1,0,1,4.50,4,4,1.5
Loop,41.88508,-87.61647,Entire home/apt,150,32,0,,2,140,0,0,2,2,2
West Town,41.91019,-87.69398,Entire home/apt,121,2,71,2.8,1,285,23,4.61,2,2,1
Near North Side,41.89132690429688,-87.6378402709961,Entire home/apt,627,32,1,0.07,23,365,0,0,2,2,2
Loop,41.88438,-87.61622,Entire home/apt,150,32,1,0.05,2,140,0,0,2,2,2
Near North Side,41.89159,-87.63697,Entire home/apt,231,2,3,0.32,23,265,3,5.0,1,1,1
West Town,41.89571,-87.66954,Private room,264,1,6,0.25,2,188,2,5.0,1,1,1.5
Near West Side,41.88333,-87.65282,Entire home/apt,499,2,87,3.48,1,230,50,4.80,3,3,2
Near North Side,41.89132690429688,-87.6378402709961,Entire home/apt,227,2,12,0.72,23,255,10,4.58,1,1,1
West Pullman,41.65895,-87.64127,Private room,51,7,44,1.74,2,109,5,4.55,1,1,1
Lincoln Park,41.92768,-87.65207,Entire home/apt,150,3,16,0.98,2,0,9,4.94,1,1,1
Near North Side,41.89696,-87.62638,Entire home/apt,238,2,88,3.46,19,240,34,4.63,1,2,1
Lake View,41.94517299999999,-87.641759,Entire home/apt,216,32,3,0.13,655,342,1,5.0,1,1,1
Near North Side,41.89924,-87.62618,Entire home/apt,253,32,50,1.95,19,155,2,4.70,2,3,1
Uptown,41.95679,-87.65119,Entire home/apt,219,1,65,2.67,24,116,33,4.78,0,1,1
Uptown,41.9740293,-87.6602626,Entire home/apt,136,32,0,,655,337,0,0,1,1,1
Lower West Side,41.84914,-87.68134,Entire home/apt,84,32,34,1.39,5,225,3,4.91,1,2,1
Near North Side,41.89764,-87.62034,Entire home/apt,265,2,66,2.54,25,41,29,4.76,1,2,1
South Chicago,41.7406,-87.55933,Entire home/apt,150,32,0,,1,365,0,0,2,2,1
West Ridge,41.99752,-87.70145,Entire home/apt,56,32,55,2.28,1,221,13,4.69,2,3,1
Logan Square,41.92015,-87.68394,Entire home/apt,108,2,71,2.84,1,0,13,4.90,1,2,1
Near West Side,41.87019,-87.65335,Private room,80,32,12,0.53,28,214,3,4.67,1,1,2
Near South Side,41.86731051276551,-87.62288957834244,Entire home/apt,1000,32,0,,1,90,0,0,1,1,1
Washington Park,41.78624,-87.61812,Entire home/apt,198,2,33,1.37,6,111,10,4.58,3,4,2
Near North Side,41.89012,-87.62968,Entire home/apt,100,32,0,,1,141,0,0,0,1,1
West Town,41.90572,-87.68943,Private room,93,1,42,1.68,3,0,13,4.67,1,1,1
East Garfield Park,41.87482,-87.69469,Private room,64,2,47,1.82,5,83,18,4.15,1,1,2
Near North Side,41.89768,-87.62033,Entire home/apt,120,32,0,,7,325,0,0,0,1,1
Near North Side,41.907,-87.62563,Entire home/apt,107,32,1,0.04,1,0,0,0,1,1,1
East Garfield Park,41.87713,-87.70233,Private room,50,32,2,0.08,33,168,0,0,1,1,2
Logan Square,41.9259,-87.72443,Entire home/apt,105,32,2,0.1,3,172,1,0,2,2,1
Near North Side,41.89768,-87.6216,Entire home/apt,151,32,0,,74,311,0,0,1,1,1
Near North Side,41.9081,-87.63544,Entire home/apt,618,2,40,1.59,5,306,17,4.95,4,11,3
Loop,41.8851235,-87.62594589999999,Entire home/apt,141,32,0,,655,349,0,0,1,1,1
Auburn Gresham,41.74631,-87.66608,Entire home/apt,60,32,0,,1,0,0,0,1,0,1
Loop,41.8851235,-87.62594589999999,Entire home/apt,154,32,1,0.06,655,301,0,0,1,1,1
Hyde Park,41.79842758178711,-87.60546112060547,Private room,94,1,41,1.78,3,311,31,4.95,1,1,2
Lake View,41.94517299999999,-87.641759,Entire home/apt,210,32,0,,655,324,0,0,2,2,2
Logan Square,41.91365,-87.71749,Entire home/apt,113,1,63,2.55,1,311,26,4.78,2,4,1
West Town,41.90019,-87.66292,Entire home/apt,101,32,37,1.53,1,242,4,4.81,2,3,2
Loop,41.8851235,-87.62594589999999,Entire home/apt,160,32,0,,655,301,0,0,1,1,1
Near North Side,41.89945,-87.6202,Entire home/apt,90,32,1,0.05,33,211,0,0,0,1,1
Calumet Heights,41.73006,-87.57869,Shared room,82,3,5,0.22,23,0,2,4.60,1,2,4
Edgewater,41.97652,-87.65547,Entire home/apt,120,32,5,0.24,1,180,0,4.20,1,2,1
Lake View,41.9398,-87.65687,Entire home/apt,186,2,47,2.08,1,66,30,4.96,1,2,1
Douglas,41.84431,-87.62664,Entire home/apt,165,3,0,,1,138,0,New,2,2,2
Uptown,41.9704,-87.67139,Entire home/apt,124,1,119,4.72,16,68,53,4.78,1,3,1.5
Lake View,41.94735,-87.65889,Entire home/apt,272,1,78,3.12,2,328,37,4.85,4,6,3
Woodlawn,41.78262,-87.60703,Private room,35,32,33,1.31,5,168,0,4.70,5,1,2
North Center,41.95147,-87.678,Entire home/apt,263,2,21,3.33,1,54,21,5.0,2,2,1
Logan Square,41.92376,-87.72187,Entire home/apt,132,2,52,2.22,1,137,24,4.87,1,2,1
Near North Side,41.891468,-87.614749,Entire home/apt,342,32,0,,655,227,0,0,1,1,1
Brighton Park,41.81979,-87.7044,Entire home/apt,103,32,1,0.05,2,0,0,0,2,3,1
Avondale,41.93642,-87.72201,Entire home/apt,80,32,7,0.27,1,0,0,5.0,0,2,1
Near North Side,41.891468,-87.614749,Entire home/apt,196,32,1,0.19,655,0,1,0,0,1,1
Near North Side,41.89932,-87.62616,Entire home/apt,139,1,59,2.32,51,340,37,4.49,0,1,1
Near North Side,41.891468,-87.614749,Entire home/apt,278,32,0,,655,228,0,0,0,1,1
Near North Side,41.8986092,-87.62068190000002,Entire home/apt,215,32,0,,655,315,0,0,2,2,1
Near West Side,41.8763,-87.65371999999999,Entire home/apt,215,32,2,0.1,655,292,0,0,0,1,1
Avondale,41.93742,-87.71936,Entire home/apt,199,3,57,2.44,1,211,32,4.93,3,4,1
Near North Side,41.89693,-87.62675,Entire home/apt,139,1,55,2.16,51,334,33,4.45,0,1,1
Near North Side,41.89749,-87.62202,Entire home/apt,100,32,1,0.04,74,322,0,0,0,1,1
Near North Side,41.89975,-87.62164,Entire home/apt,160,32,0,,74,323,0,0,1,1,1
Near West Side,41.8763,-87.65371999999999,Entire home/apt,133,32,0,,655,279,0,0,0,1,1
Near West Side,41.88041,-87.64636,Entire home/apt,199,32,0,,30,89,0,0,1,1,1
Bridgeport,41.83326,-87.65358,Entire home/apt,300,2,16,0.7,1,26,10,4.94,1,1,1
South Shore,41.76306,-87.58181,Entire home/apt,282,32,2,0.09,1,0,0,0,2,2,2
Loop,41.871,-87.62804,Private room,125,32,48,3.82,3,18,44,4.88,1,1,1
Lake View,41.93325,-87.64898,Entire home/apt,308,1,85,3.46,8,111,32,4.79,4,4,2
Irving Park,41.95898,-87.72966,Entire home/apt,134,2,73,2.87,1,185,34,4.84,1,2,1
Near West Side,41.87051,-87.65354,Private room,65,32,6,0.25,28,217,2,4.67,1,1,2
West Town,41.9102,-87.66968,Entire home/apt,93,3,44,1.76,3,70,24,4.75,1,1,1
Humboldt Park,41.90011,-87.71736,Entire home/apt,154,2,35,1.43,2,347,6,4.57,2,2,1
Near West Side,41.86732,-87.68534,Entire home/apt,141,1,54,2.24,1,10,26,4.81,1,1,1.5
Near North Side,41.89549,-87.62622,Entire home/apt,200,32,0,,1,0,0,0,1,1,1
Near North Side,41.8986092,-87.62068190000002,Entire home/apt,341,32,0,,655,365,0,0,2,2,1
Loop,41.8811213,-87.63199550000002,Entire home/apt,159,32,1,0.05,655,319,0,0,1,1,1
Uptown,41.96915,-87.65819,Entire home/apt,785,2,12,0.55,1,0,3,4.83,4,8,2.5
Loop,41.8811213,-87.63199550000002,Entire home/apt,187,32,0,,655,307,0,0,1,1,1
Portage Park,41.93885,-87.75705,Private room,156,32,3,0.15,18,341,0,5.0,2,3,1
Lincoln Park,41.9126,-87.64994,Entire home/apt,300,32,6,0.26,1,0,0,5.0,2,2,2
West Town,41.90933,-87.69165,Entire home/apt,138,2,112,4.53,1,151,48,4.99,0,2,1
Douglas,41.82833,-87.62038,Entire home/apt,170,3,46,1.93,2,133,19,4.96,2,3,1
Douglas,41.83275,-87.62007,Entire home/apt,126,2,52,2.19,2,69,29,4.44,2,2,1
Near North Side,41.8986092,-87.62068190000002,Entire home/apt,327,32,1,0.6,655,0,1,0,3,3,2
Kenwood,41.80424,-87.60391,Private room,55,2,20,0.84,16,349,6,4.85,1,1,1
Near North Side,41.8945286,-87.63340520000003,Entire home/apt,156,32,2,0.09,655,307,1,0,1,1,1
Loop,41.88537,-87.61958,Entire home/apt,199,32,0,,30,89,0,0,1,1,1
Near West Side,41.88547,-87.64323,Entire home/apt,113,1,215,8.58,9,171,116,4.83,1,1,1
Woodlawn,41.78395,-87.6073,Private room,35,2,79,3.22,5,312,43,4.86,1,1,2
Albany Park,41.96549,-87.72175,Entire home/apt,203,1,58,2.4,1,170,22,4.71,2,2,2
Jefferson Park,41.97378,-87.75566,Entire home/apt,82,32,10,0.42,1,0,0,4.70,2,2,1
West Town,41.893482,-87.666161,Entire home/apt,165,2,90,3.72,2,214,26,4.57,1,2,1
Near North Side,41.89731,-87.62613,Entire home/apt,242,2,96,3.85,19,224,40,4.82,1,1,1
Morgan Park,41.69817,-87.66957,Entire home/apt,153,2,61,2.46,4,332,18,4.64,3,3,1
Humboldt Park,41.90159,-87.70893,Entire home/apt,139,1,69,2.76,1,300,34,4.93,2,3,1
Uptown,41.95457,-87.6572,Entire home/apt,781,2,30,1.22,1,360,11,4.93,2,3,2
West Town,41.89581,-87.65577,Entire home/apt,76,1,93,3.76,22,356,46,4.78,0,1,1
West Town,41.904892,-87.696382,Entire home/apt,139,1,66,2.77,2,337,20,4.85,4,5,2
Edgewater,41.97762,-87.66548,Entire home/apt,56,1,25,1.01,1,0,6,4.80,1,1,1
West Town,41.89581,-87.65577,Entire home/apt,74,1,84,3.42,22,349,30,4.69,0,1,1
West Town,41.89581,-87.65577,Entire home/apt,75,1,75,3.0,22,344,30,4.67,0,1,1
Woodlawn,41.78316,-87.60483,Private room,77,1,1,1.0,1,321,1,0,1,2,1.5
West Town,41.89092,-87.65753,Entire home/apt,180,2,46,2.24,1,288,27,4.91,1,2,1
Logan Square,41.923054,-87.699821,Entire home/apt,135,32,10,0.42,1,321,0,3.80,2,2,1
West Town,41.89581,-87.65577,Entire home/apt,75,1,53,2.13,22,351,26,4.87,0,1,1
Near South Side,41.85567,-87.6239,Entire home/apt,240,2,107,4.26,70,347,45,4.83,2,3,2
West Town,41.89581,-87.65577,Entire home/apt,69,1,62,2.48,22,337,28,4.87,0,1,1
Mckinley Park,41.82608,-87.66769,Private room,35,1,56,2.3,8,315,29,4.66,1,1,2
Greater Grand Crossing,41.76049,-87.59995,Entire home/apt,71,32,7,0.29,3,289,0,4.71,1,1,1
West Town,41.89581,-87.65577,Entire home/apt,67,1,47,1.9,22,352,20,4.68,0,1,1
West Town,41.89581,-87.65577,Entire home/apt,65,1,75,3.08,22,355,30,4.76,0,1,1
Near North Side,41.89572,-87.6333,Entire home/apt,78,32,0,,1,311,0,0,1,1,1
West Town,41.89581,-87.65577,Entire home/apt,72,1,80,3.2,22,346,29,4.66,0,1,1
West Town,41.89581,-87.65577,Entire home/apt,82,1,100,4.01,22,355,47,4.83,0,1,1
Greater Grand Crossing,41.7663,-87.62065,Entire home/apt,76,32,10,0.42,4,261,3,4.0,1,5,1
West Town,41.89581,-87.65577,Entire home/apt,77,1,75,3.01,22,347,31,4.65,0,1,1
West Town,41.89581,-87.65577,Entire home/apt,78,1,70,2.8,22,344,20,4.69,0,1,1
Lake View,41.959505625194176,-87.67122375326772,Entire home/apt,112,2,71,2.94,29,327,35,4.72,1,1,1
Lincoln Square,41.96422588628463,-87.69225705472174,Entire home/apt,154,2,83,3.42,29,325,34,4.75,1,1,1
West Town,41.89581,-87.65577,Entire home/apt,70,1,52,2.09,22,353,28,4.85,0,1,1
Lincoln Square,41.96648147664598,-87.68211695604882,Entire home/apt,165,2,131,5.57,29,119,59,4.89,1,1,1
East Garfield Park,41.87276,-87.69588,Entire home/apt,190,32,17,0.69,1,365,0,4.24,3,3,2
West Town,41.89581,-87.65577,Entire home/apt,66,1,64,2.68,22,318,32,4.84,0,1,1
West Town,41.89581,-87.65577,Entire home/apt,75,1,84,3.46,22,340,43,4.74,0,1,1
West Town,41.90096,-87.68882,Private room,122,1,42,1.8,2,181,25,4.88,1,1,1.5
West Town,41.90766,-87.68868,Entire home/apt,200,32,0,,1,79,0,0,2,2,2.5
Near North Side,41.8986092,-87.62068190000002,Entire home/apt,241,32,1,0.06,655,323,0,0,2,2,1
West Town,41.89581,-87.65577,Entire home/apt,72,1,72,2.92,22,349,27,4.65,0,1,1
Loop,41.88646,-87.62462,Entire home/apt,299,2,118,5.01,23,274,60,4.79,2,2,2
West Pullman,41.65938,-87.64112,Private room,65,7,9,0.38,2,359,4,4.67,1,1,1.5
West Town,41.89581,-87.65577,Entire home/apt,75,1,85,3.4,22,329,36,4.88,0,1,1
Lake View,41.94434,-87.64423,Entire home/apt,118,1,61,2.51,8,159,22,4.72,3,3,1
Uptown,41.9740293,-87.6602626,Entire home/apt,243,32,0,,655,226,0,0,1,1,1
Loop,41.8851235,-87.62594589999999,Entire home/apt,156,32,1,0.04,655,321,0,0,1,1,1
West Pullman,41.681880345247095,-87.6252795742184,Entire home/apt,96,1,55,2.24,1,254,24,4.45,2,2,1
Lake View,41.94638,-87.64433,Entire home/apt,80,1,171,7.04,8,157,79,4.80,2,2,1
Brighton Park,41.82995,-87.69149,Entire home/apt,114,2,45,1.89,7,156,21,4.78,2,2,1
Grand Boulevard,41.81885,-87.61365,Entire home/apt,111,4,14,0.91,1,105,13,4.93,1,2,1
Lower West Side,41.85617,-87.68541,Private room,45,21,6,0.3,3,267,4,4.50,1,1,1
Hyde Park,41.79388,-87.58309,Entire home/apt,45,33,1,0.04,1,0,0,0,1,0,1
Logan Square,41.91755,-87.71712,Entire home/apt,130,2,24,1.88,1,298,19,4.79,3,4,1
Lower West Side,41.85697,-87.68348,Private room,48,28,3,0.15,3,271,2,5.0,1,1,1
West Town,41.90389,-87.66109,Entire home/apt,98,32,4,0.25,1,89,2,5.0,2,1,2
Dunning,41.95096,-87.83456,Entire home/apt,98,2,12,0.5,1,15,5,4.92,1,1,1
Irving Park,41.96349,-87.73425,Entire home/apt,141,2,21,0.9,5,164,11,4.95,1,1,1
Near North Side,41.90641,-87.63019,Private room,269,1,1,0.07,6,350,0,0,1,1,1
Lake View,41.93618,-87.64229,Entire home/apt,61,1,57,2.3,9,156,29,4.81,1,1,1
West Town,41.905017,-87.664707,Entire home/apt,90,1,94,3.83,1,334,40,4.80,2,4,1
Near North Side,41.8925035,-87.61628259999999,Entire home/apt,301,32,0,,655,189,0,0,2,2,2
Uptown,41.96495,-87.65322,Entire home/apt,138,32,9,0.36,1,0,1,4.89,1,2,1
Loop,41.87837,-87.62983,Entire home/apt,256,4,95,4.03,13,1,46,4.79,2,2,1
Uptown,41.96847,-87.67144,Entire home/apt,127,1,134,5.52,16,67,61,4.85,1,3,1
Near North Side,41.8925035,-87.61628259999999,Entire home/apt,127,32,0,,655,307,0,0,1,1,1
Near North Side,41.89836,-87.62963,Entire home/apt,196,2,131,5.34,2,87,65,4.98,2,2,1
Lake View,41.9461,-87.64993,Entire home/apt,296,3,48,2.1,1,102,21,4.83,2,2,2
Lake View,41.93962,-87.64104,Entire home/apt,136,2,35,1.43,1,329,15,4.63,0,1,1
East Garfield Park,41.87046,-87.69518,Private room,75,32,4,0.19,4,223,2,5.0,1,1,1
Near North Side,41.89039,-87.63844,Entire home/apt,305,2,30,1.32,23,287,26,4.70,2,2,2
Near West Side,41.86978,-87.68267,Entire home/apt,91,32,15,0.66,2,256,5,4.87,2,3,2
Lincoln Park,41.93086,-87.64266,Entire home/apt,406,2,23,0.98,14,328,7,4.96,3,3,2
Lower West Side,41.85225,-87.67791,Entire home/apt,75,2,93,4.12,3,110,46,4.82,0,1,1
Hyde Park,41.79529,-87.59364,Private room,500,500,4,0.18,2,90,0,5.0,1,1,2
Near North Side,41.89132690429688,-87.6378402709961,Entire home/apt,333,32,2,0.09,23,307,0,0,1,1,1
Avondale,41.93737,-87.72592,Entire home/apt,126,2,67,2.72,1,0,28,4.99,1,1,1
Near West Side,41.86731,-87.68622,Entire home/apt,133,32,9,0.41,5,360,5,4.89,1,1,1
Logan Square,41.91691,-87.69657,Private room,62,2,75,3.12,7,93,29,4.41,1,1,1
Logan Square,41.9189,-87.6964,Private room,59,2,85,3.46,7,131,38,4.28,1,1,1
Lincoln Park,41.93051,-87.64477,Entire home/apt,515,3,18,0.76,14,336,12,4.78,2,3,2
Lincoln Park,41.929,-87.64298,Entire home/apt,333,3,26,1.13,14,360,7,4.77,2,2,2
South Shore,41.76292,-87.59051,Private room,60,1,2,0.08,2,321,0,0,1,1,1
Logan Square,41.9172,-87.69429,Private room,61,2,81,3.32,7,105,28,4.54,1,1,1
Hyde Park,41.79915237426758,-87.59937286376953,Entire home/apt,514,2,36,1.77,6,215,28,4.97,5,5,4.5
Logan Square,41.91683,-87.69444,Private room,62,2,65,2.91,7,90,35,4.71,1,1,1
Lower West Side,41.85725,-87.68536,Entire home/apt,85,28,5,0.22,3,315,1,4.60,2,2,1
Washington Heights,41.70581,-87.64898,Entire home/apt,93,32,44,3.62,1,43,44,4.45,2,1,1
